2018-08-04,札幌,01,サラ系2歳未勝利,ダート,右,1000,サラ系2歳,未勝利,良,12,1,1,1,スマートスリロス,牝,2,476,-4,60.1,01-01,36.6,J.モレイラ,54.0,1,1.3,安田 隆行
2018-08-04,札幌,01,サラ系2歳未勝利,ダート,右,1000,サラ系2歳,未勝利,良,12,2,7,9,ニューヨークタヤス,牡,2,446,-4,60.9,04-05,37.1,国分 恭介,54.0,9,43.3,池添 兼雄
2018-08-04,札幌,01,サラ系2歳未勝利,ダート,右,1000,サラ系2歳,未勝利,良,12,3,7,10,ショウブ,牡,2,466,0,61.0,02-02,37.4,菊沢 一樹,52.0,3,8.7,加用 正
2018-08-04,札幌,01,サラ系2歳未勝利,ダート,右,1000,サラ系2歳,未勝利,良,12,4,5,6,ペイシャリルキス,牡,2,444,-2,61.1,07-08,36.8,長岡 禎仁,54.0,6,34.2,高市 圭二
2018-08-04,札幌,01,サラ系2歳未勝利,ダート,右,1000,サラ系2歳,未勝利,良,12,5,6,7,カガストロング,牡,2,456,-8,61.3,11-09,36.2,川島 信二,54.0,12,200.9,萱野 浩二
2018-08-04,札幌,01,サラ系2歳未勝利,ダート,右,1000,サラ系2歳,未勝利,良,12,6,8,12,シェルトファータ,牝,2,426,-2,61.5,02-02,37.8,加藤 祥太,53.0,5,29.1,高柳 大輔
2018-08-04,札幌,01,サラ系2歳未勝利,ダート,右,1000,サラ系2歳,未勝利,良,12,7,6,8,グラマラススカイ,牝,2,434,2,61.6,07-06,37.2,三津谷 隼人,51.0,11,102.2,西橋 豊治
2018-08-04,札幌,01,サラ系2歳未勝利,ダート,右,1000,サラ系2歳,未勝利,良,12,8,3,3,プロトイチバンボシ,牡,2,470,4,61.8,04-06,38.0,松岡 正海,54.0,4,15.5,浅野 洋一郎
2018-08-04,札幌,01,サラ系2歳未勝利,ダート,右,1000,サラ系2歳,未勝利,良,12,9,4,4,ニシノバモス,牡,2,436,-4,61.9,10-10,37.0,丸山 元気,54.0,2,8.1,浅見 秀一
2018-08-04,札幌,01,サラ系2歳未勝利,ダート,右,1000,サラ系2歳,未勝利,良,12,10,2,2,ハーツイーズ,牡,2,458,-2,62.2,04-04,38.4,松田 大作,54.0,10,88.2,松永 康利
2018-08-04,札幌,01,サラ系2歳未勝利,ダート,右,1000,サラ系2歳,未勝利,良,12,11,5,5,フライトゥヘヴン,牝,2,406,2,62.8,09-10,38.2,横山 武史,52.0,7,36.9,新開 幸一
2018-08-04,札幌,01,サラ系2歳未勝利,ダート,右,1000,サラ系2歳,未勝利,良,12,12,8,11,スマートサヴァラン,牡,2,448,-6,63.2,12-12,37.2,柴山 雄一,54.0,8,42.1,古賀 史生
2018-08-04,札幌,02,サラ系3歳未勝利,ダート,右,1700,サラ系3歳,未勝利,良,14,1,3,3,イザベルローズ,牝,3,436,-12,107.0,05-05-03-02,39.0,J.モレイラ,54.0,2,3.3,栗田 徹
2018-08-04,札幌,02,サラ系3歳未勝利,ダート,右,1700,サラ系3歳,未勝利,良,14,2,2,2,オテンバランナー,牝,3,426,-2,107.2,01-01-01-01,39.6,井上 敏樹,53.0,5,9,蛯名 利弘
2018-08-04,札幌,02,サラ系3歳未勝利,ダート,右,1700,サラ系3歳,未勝利,良,14,3,3,4,クインチ,牝,3,456,-8,107.7,09-10-07-05,39.0,黛 弘人,54.0,6,18.5,金成 貴史
2018-08-04,札幌,02,サラ系3歳未勝利,ダート,右,1700,サラ系3歳,未勝利,良,14,4,7,12,カプア,牝,3,468,2,107.8,09-08-04-03,39.4,丸山 元気,54.0,3,5.1,萩原 清
2018-08-04,札幌,02,サラ系3歳未勝利,ダート,右,1700,サラ系3歳,未勝利,良,14,5,4,6,メイショウタンゴ,牝,3,458,-8,108.0,07-06-06-07,39.5,小崎 綾也,54.0,4,6.6,石橋 守
2018-08-04,札幌,02,サラ系3歳未勝利,ダート,右,1700,サラ系3歳,未勝利,良,14,6,5,7,ピンクダイキリ,牝,3,440,-6,108.6,12-12-10-07,39.6,松岡 正海,54.0,10,80.6,中舘 英二
2018-08-04,札幌,02,サラ系3歳未勝利,ダート,右,1700,サラ系3歳,未勝利,良,14,7,8,14,モスローズ,牝,3,414,16,108.6,11-11-09-06,39.7,横山 武史,52.0,9,78.7,橋口 慎介
2018-08-04,札幌,02,サラ系3歳未勝利,ダート,右,1700,サラ系3歳,未勝利,良,14,8,7,11,キクノグロウ,牝,3,400,-16,108.9,06-06-10-09,39.9,菊沢 一樹,52.0,8,66.5,吉田 直弘
2018-08-04,札幌,02,サラ系3歳未勝利,ダート,右,1700,サラ系3歳,未勝利,良,14,9,6,10,ペイシャスター,牝,3,474,4,109.1,14-14-13-11,39.5,横山 典弘,54.0,1,2.8,土田 稔
2018-08-04,札幌,02,サラ系3歳未勝利,ダート,右,1700,サラ系3歳,未勝利,良,14,10,4,5,メイショウセレーノ,牝,3,478,18,109.8,07-08-13-13,40.3,松田 大作,54.0,11,83.2,松永 幹夫
