2018-03-03,中山,01,サラ系3歳未勝利,ダート,右,1200,サラ系3歳,未勝利,稍重,16,1,4,8,カレイドスコープ,牝,3,458,-10,73.0,05-04,38.0,吉田 隼人,54.0,6,8.9,菊沢 隆徳
2018-03-03,中山,01,サラ系3歳未勝利,ダート,右,1200,サラ系3歳,未勝利,稍重,16,2,7,14,クリノロマン,牝,3,458,0,73.0,02-02,38.4,西田 雄一郎,54.0,15,187.6,天間 昭一
2018-03-03,中山,01,サラ系3歳未勝利,ダート,右,1200,サラ系3歳,未勝利,稍重,16,3,3,5,シェーナ,牝,3,448,0,73.0,07-07,37.9,三浦 皇成,54.0,3,5.3,萩原 清
2018-03-03,中山,01,サラ系3歳未勝利,ダート,右,1200,サラ系3歳,未勝利,稍重,16,4,5,9,ミヤビフィオーラ,牝,3,424,-6,73.2,03-03,38.4,松岡 正海,54.0,2,4.8,中舘 英二
2018-03-03,中山,01,サラ系3歳未勝利,ダート,右,1200,サラ系3歳,未勝利,稍重,16,5,3,6,キョウエイソフィア,牝,3,442,0,73.2,05-04,38.2,武藤 雅,52.0,1,3.5,萱野 浩二
2018-03-03,中山,01,サラ系3歳未勝利,ダート,右,1200,サラ系3歳,未勝利,稍重,16,6,7,13,アテナリ,牝,3,466,-4,73.4,01-01,38.9,嘉藤 貴行,54.0,9,31.3,田島 俊明
2018-03-03,中山,01,サラ系3歳未勝利,ダート,右,1200,サラ系3歳,未勝利,稍重,16,7,5,10,プラーナ,牝,3,456,-,73.7,12-11,38.1,柴田 大知,54.0,5,8.4,和田 雄二
2018-03-03,中山,01,サラ系3歳未勝利,ダート,右,1200,サラ系3歳,未勝利,稍重,16,8,1,2,コトブキ,牝,3,454,24,73.8,08-10,38.5,田中 勝春,54.0,11,85,佐藤 吉勝
2018-03-03,中山,01,サラ系3歳未勝利,ダート,右,1200,サラ系3歳,未勝利,稍重,16,9,6,11,シゲルトウガラシ,牝,3,436,-,74.1,15-15,38.2,勝浦 正樹,54.0,14,130.6,水野 貴広
2018-03-03,中山,01,サラ系3歳未勝利,ダート,右,1200,サラ系3歳,未勝利,稍重,16,10,4,7,ローズピルグリム,牝,3,416,-4,74.1,04-04,39.2,野中 悠太郎,51.0,8,22.7,蛯名 利弘
2018-03-03,中山,01,サラ系3歳未勝利,ダート,右,1200,サラ系3歳,未勝利,稍重,16,11,8,15,ピーチファービー,牝,3,458,-2,74.2,08-09,38.9,北村 宏司,54.0,10,52.4,上原 博之
2018-03-03,中山,01,サラ系3歳未勝利,ダート,右,1200,サラ系3歳,未勝利,稍重,16,12,2,3,ネモフィラハピネス,牝,3,446,-,74.3,12-13,38.7,武士沢 友治,54.0,7,15.7,武市 康男
2018-03-03,中山,01,サラ系3歳未勝利,ダート,右,1200,サラ系3歳,未勝利,稍重,16,13,2,4,クイーンダワジャー,牝,3,474,4,74.9,08-07,39.6,大野 拓弥,54.0,4,7.2,栗田 徹
2018-03-03,中山,01,サラ系3歳未勝利,ダート,右,1200,サラ系3歳,未勝利,稍重,16,14,6,12,バロンボーテ,牝,3,418,-2,75.2,08-11,40.0,山田 敬士,51.0,12,91.7,青木 孝文
