2018-11-03,福島,01,サラ系2歳未勝利,ダート,右,1700,サラ系2歳,未勝利,良,14,1,7,12,ラテリシウス,牝,2,514,-2,109.9,01-01-01-01,39.1,津村 明秀,54.0,1,3.7,高橋 祥泰
2018-11-03,福島,01,サラ系2歳未勝利,ダート,右,1700,サラ系2歳,未勝利,良,14,2,8,13,ベルキューズ,牝,2,490,0,110.1,09-05-02-02,39.1,黛 弘人,54.0,3,6.3,武井 亮
2018-11-03,福島,01,サラ系2歳未勝利,ダート,右,1700,サラ系2歳,未勝利,良,14,3,4,5,ミラクルチューン,牝,2,464,10,110.4,05-05-08-06,39.0,川須 栄彦,54.0,4,6.4,作田 誠二
2018-11-03,福島,01,サラ系2歳未勝利,ダート,右,1700,サラ系2歳,未勝利,良,14,4,6,9,ビオレイメル,牝,2,450,-6,110.4,11-09-06-05,39.2,古川 吉洋,54.0,2,4.5,本田 優
2018-11-03,福島,01,サラ系2歳未勝利,ダート,右,1700,サラ系2歳,未勝利,良,14,5,6,10,ジャストベリー,牝,2,426,-8,110.5,02-03-05-03,39.4,丸田 恭介,54.0,10,43.3,蛯名 利弘
2018-11-03,福島,01,サラ系2歳未勝利,ダート,右,1700,サラ系2歳,未勝利,良,14,6,8,14,ロズ,牝,2,432,-12,110.8,09-11-13-11,38.8,西村 淳也,51.0,13,73.6,坂口 正則
2018-11-03,福島,01,サラ系2歳未勝利,ダート,右,1700,サラ系2歳,未勝利,良,14,7,3,3,カトレアテソーロ,牝,2,464,0,111.0,13-13-09-09,39.4,木幡 巧也,53.0,12,66.7,和田 雄二
2018-11-03,福島,01,サラ系2歳未勝利,ダート,右,1700,サラ系2歳,未勝利,良,14,8,2,2,フライア,牝,2,492,0,111.1,07-09-11-09,39.4,鮫島 克駿,54.0,11,55.8,奥村 豊
2018-11-03,福島,01,サラ系2歳未勝利,ダート,右,1700,サラ系2歳,未勝利,良,14,9,3,4,ソンリッサ,牝,2,454,0,111.9,07-05-02-03,41.0,丸山 元気,54.0,5,9,高橋 義忠
2018-11-03,福島,01,サラ系2歳未勝利,ダート,右,1700,サラ系2歳,未勝利,良,14,10,5,7,ヴィーヴァステラ,牝,2,458,-2,112.0,04-04-06-06,40.8,丹内 祐次,54.0,6,9.5,伊藤 伸一
2018-11-03,福島,01,サラ系2歳未勝利,ダート,右,1700,サラ系2歳,未勝利,良,14,11,7,11,ノーブルペガサス,牝,2,468,0,112.0,02-02-02-06,41.0,横山 武史,52.0,7,27.7,鈴木 伸尋
2018-11-03,福島,01,サラ系2歳未勝利,ダート,右,1700,サラ系2歳,未勝利,良,14,12,5,8,フライトゥヘヴン,牝,2,422,8,113.0,05-05-09-12,41.5,藤田 菜七子,52.0,8,33.4,新開 幸一
2018-11-03,福島,01,サラ系2歳未勝利,ダート,右,1700,サラ系2歳,未勝利,良,14,13,4,6,トゥザムーン,牝,2,454,4,113.1,13-13-14-14,40.8,大庭 和弥,54.0,14,160.8,松永 康利
2018-11-03,福島,01,サラ系2歳未勝利,ダート,右,1700,サラ系2歳,未勝利,良,14,14,1,1,デルマトリオンフ,牝,2,500,6,113.1,12-12-11-12,41.3,伴 啓太,54.0,9,33.4,堀井 雅広
2018-11-03,福島,02,サラ系2歳未勝利,芝,右,1200,サラ系2歳,未勝利,良,16,1,4,8,ナタラディーヴァ,牝,2,440,-6,69.2,07-05,34.4,津村 明秀,54.0,2,5.4,武藤 善則
2018-11-03,福島,02,サラ系2歳未勝利,芝,右,1200,サラ系2歳,未勝利,良,16,2,2,3,ドゥシャンパーニュ,牝,2,418,-2,69.5,04-03,34.9,富田 暁,52.0,1,2.2,安田 翔伍
2018-11-03,福島,02,サラ系2歳未勝利,芝,右,1200,サラ系2歳,未勝利,良,16,3,6,12,モズベイビー,牡,2,496,-6,69.5,01-02,35.2,藤田 菜七子,53.0,4,10,牧浦 充徳
2018-11-03,福島,02,サラ系2歳未勝利,芝,右,1200,サラ系2歳,未勝利,良,16,4,5,9,モメチョッタ,牝,2,434,-6,69.7,06-05,35.0,西田 雄一郎,54.0,6,15,石毛 善彦
2018-11-03,福島,02,サラ系2歳未勝利,芝,右,1200,サラ系2歳,未勝利,良,16,5,6,11,マノラム,牝,2,398,2,69.8,02-01,35.5,横山 武史,52.0,5,14.9,池上 昌和
2018-11-03,福島,02,サラ系2歳未勝利,芝,右,1200,サラ系2歳,未勝利,良,16,6,3,6,ホットスタンプ,牝,2,454,4,69.8,04-05,35.2,木幡 巧也,53.0,11,121.8,菊川 正達
2018-11-03,福島,02,サラ系2歳未勝利,芝,右,1200,サラ系2歳,未勝利,良,16,7,8,15,タイセイチーフ,牡,2,470,2,69.9,03-03,35.5,丸山 元気,55.0,3,9.9,森田 直行
2018-11-03,福島,02,サラ系2歳未勝利,芝,右,1200,サラ系2歳,未勝利,良,16,8,1,2,グリーンティー,牝,2,416,-8,70.0,09-08,35.0,嘉藤 貴行,54.0,9,20,田島 俊明
2018-11-03,福島,02,サラ系2歳未勝利,芝,右,1200,サラ系2歳,未勝利,良,16,9,3,5,フレンドリボン,牝,2,434,-4,70.0,11-10,34.9,吉田 隼人,54.0,8,19.5,南田 美知雄
2018-11-03,福島,02,サラ系2歳未勝利,芝,右,1200,サラ系2歳,未勝利,良,16,10,5,10,ギュウホ,牡,2,434,8,70.1,08-08,35.2,勝浦 正樹,55.0,13,208.1,田中 清隆
2018-11-03,福島,02,サラ系2歳未勝利,芝,右,1200,サラ系2歳,未勝利,良,16,11,2,4,タナロット,牝,2,458,-4,70.3,14-12,34.9,杉原 誠人,54.0,7,16.6,加藤 和宏
2018-11-03,福島,02,サラ系2歳未勝利,芝,右,1200,サラ系2歳,未勝利,良,16,12,8,16,メイショウフナカジ,牡,2,440,8,70.5,11-12,35.3,菊沢 一樹,53.0,10,28.3,松永 幹夫
2018-11-03,福島,02,サラ系2歳未勝利,芝,右,1200,サラ系2歳,未勝利,良,16,13,7,13,フラワーリース,牝,2,436,-8,70.6,13-14,35.3,木幡 育也,51.0,14,212.1,大江原 哲
2018-11-03,福島,02,サラ系2歳未勝利,芝,右,1200,サラ系2歳,未勝利,良,16,14,7,14,ライド,牝,2,420,-6,70.7,09-11,35.7,木幡 初也,53.0,12,138.7,天間 昭一
2018-11-03,福島,02,サラ系2歳未勝利,芝,右,1200,サラ系2歳,未勝利,良,16,15,4,7,バイラール,牝,2,402,0,71.4,15-15,35.6,丹内 祐次,54.0,15,308.1,岩戸 孝樹
2018-11-03,福島,02,サラ系2歳未勝利,芝,右,1200,サラ系2歳,未勝利,良,16,16,1,1,ゴーアブロード,牡,2,510,18,71.6,16-16,35.6,嶋田 純次,55.0,16,408.6,伊藤 大士
2018-11-03,福島,03,サラ系3歳上500万円以下,ダート,右,1700,サラ系3歳以上,500万下,良,11,1,6,6,ライトオブピース,牡,4,478,0,105.8,08-08-07-06,37.8,鮫島 克駿,57.0,9,48.7,佐々木 晶三
2018-11-03,福島,03,サラ系3歳上500万円以下,ダート,右,1700,サラ系3歳以上,500万下,良,11,2,4,4,シュプリームゾーン,牡,4,508,-4,106.1,06-06-09-06,38.0,勝浦 正樹,57.0,10,52.3,高柳 大輔
2018-11-03,福島,03,サラ系3歳上500万円以下,ダート,右,1700,サラ系3歳以上,500万下,良,11,3,3,3,フクキタル,牝,3,448,0,106.3,07-07-02-01,38.7,木幡 巧也,52.0,7,15.3,竹内 正洋
